0.24,-0.005,,,00:00
0.235,,,,00:10
0.23,,,,00:20
0.225,,,,00:30
0.22,,,,00:40
0.215,,,,00:50
0.21,-0.006666667,,,01:00
0.203333333,,,,01:10
0.196666667,,,,01:20
0.19,,,,01:30
0.183333333,,,,01:40
0.176666667,,,,01:50
0.17,0.001666667,,,02:00
0.171666667,,,,02:10
0.173333333,,,,02:20
0.175,,,,02:30
0.176666667,,,,02:40
0.178333333,,,,02:50
0.18,-0.001666667,,,03:00
0.178333333,,,,03:10
0.176666667,,,,03:20
0.175,,,,03:30
0.173333333,,,,03:40
0.171666667,,,,03:50
0.17,0.011666667,,,04:00
0.181666667,,,,04:10
0.193333333,,,,04:20
0.205,,,,04:30
0.216666667,,,,04:40
0.228333333,,,,04:50
0.24,0.031666667,,,05:00
0.271666667,,,,05:10
0.303333333,,,,05:20
0.335,,,,05:30
0.366666667,,,,05:40
0.398333333,,,,05:50
0.43,0.003333333,,,06:00
0.433333333,,,,06:10
0.436666667,,,,06:20
0.44,,,,06:30
0.443333333,,,,06:40
0.446666667,,,,06:50
0.45,-0.015,,,07:00
0.435,,,,07:10
0.42,,,,07:20
0.405,,,,07:30
0.39,,,,07:40
0.375,,,,07:50
0.36,0.045,,,08:00
0.405,,,,08:10
0.45,,,,08:20
0.495,,,,08:30
0.54,,,,08:40
0.585,,,,08:50
0.63,-0.033333333,,,09:00
0.596666667,,,,09:10
0.563333333,,,,09:20
0.53,,,,09:30
0.496666667,,,,09:40
0.463333333,,,,09:50
0.43,0.005,,,10:00
0.435,,,,10:10
0.44,,,,10:20
0.445,,,,10:30
0.45,,,,10:40
0.455,,,,10:50
0.46,-0.01,,,11:00
0.45,,,,11:10
0.44,,,,11:20
0.43,,,,11:30
0.42,,,,11:40
0.41,,,,11:50
0.4,0,,,12:00
0.4,,,,12:10
0.4,,,,12:20
0.4,,,,12:30
0.4,,,,12:40
0.4,,,,12:50
0.4,0,,,13:00
0.4,,,,13:10
0.4,,,,13:20
0.4,,,,13:30
0.4,,,,13:40
0.4,,,,13:50
0.4,0.031666667,,,14:00
0.431666667,,,,14:10
0.463333333,,,,14:20
0.495,,,,14:30
0.526666667,,,,14:40
0.558333333,,,,14:50
0.59,-0.026666667,,,15:00
0.563333333,,,,15:10
0.536666667,,,,15:20
0.51,,,,15:30
0.483333333,,,,15:40
0.456666667,,,,15:50
0.43,0.018333333,,,16:00
0.448333333,,,,16:10
0.466666667,,,,16:20
0.485,,,,16:30
0.503333333,,,,16:40
0.521666667,,,,16:50
0.54,0.056666667,,,17:00
0.596666667,,,,17:10
0.653333333,,,,17:20
0.71,,,,17:30
0.766666667,,,,17:40
0.823333333,,,,17:50
0.88,-0.006666667,,,18:00
0.873333333,,,,18:10
0.866666667,,,,18:20
0.86,,,,18:30
0.853333333,,,,18:40
0.846666667,,,,18:50
0.84,-0.006666667,,,19:00
0.833333333,,,,19:10
0.826666667,,,,19:20
0.82,,,,19:30
0.813333333,,,,19:40
0.806666667,,,,19:50
0.8,0.033333333,,,20:00
0.833333333,,,,20:10
0.866666667,,,,20:20
0.9,,,,20:30
0.933333333,,,,20:40
0.966666667,,,,20:50
1,-0.055,,,21:00
0.945,,,,21:10
0.89,,,,21:20
0.835,,,,21:30
0.78,,,,21:40
0.725,,,,21:50
0.67,-0.05,,,22:00
0.62,,,,22:10
0.57,,,,22:20
0.52,,,,22:30
0.47,,,,22:40
0.42,,,,22:50
0.37,0.000942029,,,23:00
0.370942029,,,,23:10
0.371884058,,,,23:20
0.372826087,,,,23:30
0.373768116,,,,23:40
0.374710145,,,,23:50
