0.33,-0.006666667,,,00:00
0.323333333,,,,00:10
0.316666667,,,,00:20
0.31,,,,00:30
0.303333333,,,,00:40
0.296666667,,,,00:50
0.29,-0.003333333,,,01:00
0.286666667,,,,01:10
0.283333333,,,,01:20
0.28,,,,01:30
0.276666667,,,,01:40
0.273333333,,,,01:50
0.27,-0.003333333,,,02:00
0.266666667,,,,02:10
0.263333333,,,,02:20
0.26,,,,02:30
0.256666667,,,,02:40
0.253333333,,,,02:50
0.25,0,,,03:00
0.25,,,,03:10
0.25,,,,03:20
0.25,,,,03:30
0.25,,,,03:40
0.25,,,,03:50
0.25,0.006666667,,,04:00
0.256666667,,,,04:10
0.263333333,,,,04:20
0.27,,,,04:30
0.276666667,,,,04:40
0.283333333,,,,04:50
0.29,0.011666667,,,05:00
0.301666667,,,,05:10
0.313333333,,,,05:20
0.325,,,,05:30
0.336666667,,,,05:40
0.348333333,,,,05:50
0.36,0,,,06:00
0.36,,,,06:10
0.36,,,,06:20
0.36,,,,06:30
0.36,,,,06:40
0.36,,,,06:50
0.36,-0.001666667,,,07:00
0.358333333,,,,07:10
0.356666667,,,,07:20
0.355,,,,07:30
0.353333333,,,,07:40
0.351666667,,,,07:50
0.35,-0.003333333,,,08:00
0.346666667,,,,08:10
0.343333333,,,,08:20
0.34,,,,08:30
0.336666667,,,,08:40
0.333333333,,,,08:50
0.33,0.008333333,,,09:00
0.338333333,,,,09:10
0.346666667,,,,09:20
0.355,,,,09:30
0.363333333,,,,09:40
0.371666667,,,,09:50
0.38,0.005,,,10:00
0.385,,,,10:10
0.39,,,,10:20
0.395,,,,10:30
0.4,,,,10:40
0.405,,,,10:50
0.41,-0.003333333,,,11:00
0.406666667,,,,11:10
0.403333333,,,,11:20
0.4,,,,11:30
0.396666667,,,,11:40
0.393333333,,,,11:50
0.39,0,,,12:00
0.39,,,,12:10
0.39,,,,12:20
0.39,,,,12:30
0.39,,,,12:40
0.39,,,,12:50
0.39,-0.003333333,,,13:00
0.386666667,,,,13:10
0.383333333,,,,13:20
0.38,,,,13:30
0.376666667,,,,13:40
0.373333333,,,,13:50
0.37,0.005,,,14:00
0.375,,,,14:10
0.38,,,,14:20
0.385,,,,14:30
0.39,,,,14:40
0.395,,,,14:50
0.4,0.011666667,,,15:00
0.411666667,,,,15:10
0.423333333,,,,15:20
0.435,,,,15:30
0.446666667,,,,15:40
0.458333333,,,,15:50
0.47,0.006666667,,,16:00
0.476666667,,,,16:10
0.483333333,,,,16:20
0.49,,,,16:30
0.496666667,,,,16:40
0.503333333,,,,16:50
0.51,0.075,,,17:00
0.585,,,,17:10
0.66,,,,17:20
0.735,,,,17:30
0.81,,,,17:40
0.885,,,,17:50
0.96,0.006666667,,,18:00
0.966666667,,,,18:10
0.973333333,,,,18:20
0.98,,,,18:30
0.986666667,,,,18:40
0.993333333,,,,18:50
1,-0.031666667,,,19:00
0.968333333,,,,19:10
0.936666667,,,,19:20
0.905,,,,19:30
0.873333333,,,,19:40
0.841666667,,,,19:50
0.81,-0.02,,,20:00
0.79,,,,20:10
0.77,,,,20:20
0.75,,,,20:30
0.73,,,,20:40
0.71,,,,20:50
0.69,-0.016666667,,,21:00
0.673333333,,,,21:10
0.656666667,,,,21:20
0.64,,,,21:30
0.623333333,,,,21:40
0.606666667,,,,21:50
0.59,-0.015,,,22:00
0.575,,,,22:10
0.56,,,,22:20
0.545,,,,22:30
0.53,,,,22:40
0.515,,,,22:50
0.5,0.001231884,,,23:00
0.501231884,,,,23:10
0.502463768,,,,23:20
0.503695652,,,,23:30
0.504927536,,,,23:40
0.50615942,,,,23:50
