0.23,-0.008333333,,,00:00
0.221666667,,,,00:10
0.213333333,,,,00:20
0.205,,,,00:30
0.196666667,,,,00:40
0.188333333,,,,00:50
0.18,-0.005,,,01:00
0.175,,,,01:10
0.17,,,,01:20
0.165,,,,01:30
0.16,,,,01:40
0.155,,,,01:50
0.15,0,,,02:00
0.15,,,,02:10
0.15,,,,02:20
0.15,,,,02:30
0.15,,,,02:40
0.15,,,,02:50
0.15,0.005,,,03:00
0.155,,,,03:10
0.16,,,,03:20
0.165,,,,03:30
0.17,,,,03:40
0.175,,,,03:50
0.18,0.018333333,,,04:00
0.198333333,,,,04:10
0.216666667,,,,04:20
0.235,,,,04:30
0.253333333,,,,04:40
0.271666667,,,,04:50
0.29,0.04,,,05:00
0.33,,,,05:10
0.37,,,,05:20
0.41,,,,05:30
0.45,,,,05:40
0.49,,,,05:50
0.53,-0.003333333,,,06:00
0.526666667,,,,06:10
0.523333333,,,,06:20
0.52,,,,06:30
0.516666667,,,,06:40
0.513333333,,,,06:50
0.51,-0.023333333,,,07:00
0.486666667,,,,07:10
0.463333333,,,,07:20
0.44,,,,07:30
0.416666667,,,,07:40
0.393333333,,,,07:50
0.37,0.015,,,08:00
0.385,,,,08:10
0.4,,,,08:20
0.415,,,,08:30
0.43,,,,08:40
0.445,,,,08:50
0.46,0.001666667,,,09:00
0.461666667,,,,09:10
0.463333333,,,,09:20
0.465,,,,09:30
0.466666667,,,,09:40
0.468333333,,,,09:50
0.47,0.003333333,,,10:00
0.473333333,,,,10:10
0.476666667,,,,10:20
0.48,,,,10:30
0.483333333,,,,10:40
0.486666667,,,,10:50
0.49,0.006666667,,,11:00
0.496666667,,,,11:10
0.503333333,,,,11:20
0.51,,,,11:30
0.516666667,,,,11:40
0.523333333,,,,11:50
0.53,-0.016666667,,,12:00
0.513333333,,,,12:10
0.496666667,,,,12:20
0.48,,,,12:30
0.463333333,,,,12:40
0.446666667,,,,12:50
0.43,-0.005,,,13:00
0.425,,,,13:10
0.42,,,,13:20
0.415,,,,13:30
0.41,,,,13:40
0.405,,,,13:50
0.4,0.051666667,,,14:00
0.451666667,,,,14:10
0.503333333,,,,14:20
0.555,,,,14:30
0.606666667,,,,14:40
0.658333333,,,,14:50
0.71,0,,,15:00
0.71,,,,15:10
0.71,,,,15:20
0.71,,,,15:30
0.71,,,,15:40
0.71,,,,15:50
0.71,0.023333333,,,16:00
0.733333333,,,,16:10
0.756666667,,,,16:20
0.78,,,,16:30
0.803333333,,,,16:40
0.826666667,,,,16:50
0.85,0.025,,,17:00
0.875,,,,17:10
0.9,,,,17:20
0.925,,,,17:30
0.95,,,,17:40
0.975,,,,17:50
1,-0.031666667,,,18:00
0.968333333,,,,18:10
0.936666667,,,,18:20
0.905,,,,18:30
0.873333333,,,,18:40
0.841666667,,,,18:50
0.81,-0.036666667,,,19:00
0.773333333,,,,19:10
0.736666667,,,,19:20
0.7,,,,19:30
0.663333333,,,,19:40
0.626666667,,,,19:50
0.59,0,,,20:00
0.59,,,,20:10
0.59,,,,20:20
0.59,,,,20:30
0.59,,,,20:40
0.59,,,,20:50
0.59,0.006666667,,,21:00
0.596666667,,,,21:10
0.603333333,,,,21:20
0.61,,,,21:30
0.616666667,,,,21:40
0.623333333,,,,21:50
0.63,-0.045,,,22:00
0.585,,,,22:10
0.54,,,,22:20
0.495,,,,22:30
0.45,,,,22:40
0.405,,,,22:50
0.36,0.000942029,,,23:00
0.360942029,,,,23:10
0.361884058,,,,23:20
0.362826087,,,,23:30
0.363768116,,,,23:40
0.364710145,,,,23:50
